REPORT_NUMBER,SUPPLEMENTAL_NUMBER,IYEAR,LOCAL_DATETIME,OPERATOR_ID,NAME,PIPE_FAC_NAME,ON_OFF_SHORE,ONSHORE_STATE_ABBREVIATION,ONSHORE_CITY_NAME,ONSHORE_COUNTY_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,SYSTEM_PART_INVOLVED,COULD_BE_HCA,COMMODITY_REACHED_HCA,CAUSE,CAUSE_DETAILS,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,PIPE_DIAMETER,PIPE_WALL_THICKNESS,PIPE_SMYS,PIPE_SPECIFICATION,INSTALLATION_YEAR,MATERIAL_INVOLVED,MATERIAL_DETAILS,RELEASE_TYPE,IGNITE_IND,EXPLODE_IND,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,STILL_SHUTDOWN_IND,RESTART_DATETIME,NUM_PUB_EVACUATED,INJURY_IND,NUM_EMP_INJURIES,NUM_CONTR_INJURIES,NUM_ER_INJURIES,NUM_WORKER_INJURIES,NUM_GP_INJURIES,INJURE,FATALITY_IND,NUM_EMP_FATALITIES,NUM_CONTR_FATALITIES,NUM_ER_FATALITIES,NUM_WORKER_FATALITIES,NUM_GP_FATALITIES,FATAL,WILDLIFE_IMPACT_IND,FISH_AQUATIC_IMPACT_IND,BIRDS_IMPACT_IND,TERRESTRIAL_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SURFACE_WATER_REMED_IND,GROUNDWATER_REMED_IND,SOIL_REMED_IND,VEGETATION_REMED_IND,WILDLIFE_REMED_IND,WATER_CONTAM_IND,OCEAN_SEAWATER_IND,SURFACE_CONTAM_IND,GROUNDWATER_CONTAM_IND,DRINKING_WATER_CONTAM_IND,PRIVATE_WELL_CONTAM_IND,PUBLIC_WATER_CONTAM_IND,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,INCIDENT_IDENTIFIED_DATETIME,ON_SITE_DATETIME
20100021,17161,2010,1/8/10 23:38,11169,"""""""""""""""""""""""""""""""""""""""""""""""""ENBRIDGE ENERGY, LIMITED PARTNERSHIP""""""""""""""""""""""""""""""""""""""""""""""""",,ONSHORE,ND,NECHE,PEMBINA,48.99555,-97.52554,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,42,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),CRUDE OIL,,,3784,0,1547,26,0.281,52000,API 5L,1956,CARBON STEEL,,RUPTURE,NO,NO,NO,1/8/10 23:41,,1/13/2010 9:17,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,YES,,,NO,YES,YES,YES,YES,NO,YES,NO,,NO,,YES,YES,YES,NA,YES,150000,167775,76940,1800000,2000000,0,1/8/10 23:38,1/9/10 2:20
20230193,38447,2023,8/13/2023 19:12,32688,WEST COAST TERMINAL PIPELINE  (WCTP),WILBRIDGE TERMINAL,ONSHORE,OR,PORTLAND,MULTNOMAH,45.565061,-122.742638,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,OTHER ACCIDENT CAUSE,UNKNOWN,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.9,NA,0,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,YES,NO,,,,,,NO,,,,NA,NA,NA,0,103,15000,10000,0,0,8/13/2023 19:12,8/13/2023 19:12
20230191,38434,2023,8/9/23 17:00,15674,PRODUCTS (SE) PIPE LINE CORPORATION,BATON ROUGE TANK FARM,ONSHORE,LA,BATON ROUGE,EAST BATON ROUGE,30.549014,-91.168398,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,IN UNDERGROUND ENCLOSED SPACE (E.G. VAULT),36,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.88,NA,0.88,NA,,,,1968,CARBON STEEL,,LEAK,NO,,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,160,1000,0,500,0,8/9/23 17:00,8/9/23 17:00
20230200,38480,2023,8/4/23 5:40,32109,"""""""""""""""""""""""""""""""""""""""""""""""""ONEOK NGL PIPELINE, LLC""""""""""""""""""""""""""""""""""""""""""""""""",WEST WINFREE STATION,ONSHORE,TX,MONT BELVIEU,CHAMBERS COUNTY,29.845391,-94.90882,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,NATURAL GASOLINE,1.42,8.77,0,NA,,,,2014,MATERIAL OTHER THAN CARBON STEEL,SEALING ELEMENT,LEAK,NO,,YES,8/4/23 5:43,,8/5/23 13:35,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,646,2500,0,0,0,8/4/23 5:40,8/4/23 5:40
20230201,38481,2023,8/2/23 6:00,32109,"""""""""""""""""""""""""""""""""""""""""""""""""ONEOK NGL PIPELINE, LLC""""""""""""""""""""""""""""""""""""""""""""""""",WEST WINFREE STATION,ONSHORE,TX,MONT BELVIEU,CHAMBERS COUNTY,29.845391,-94.90882,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,NATURAL GASOLINE,0.53,8.77,0,NA,,,,2014,MATERIAL OTHER THAN CARBON STEEL,SEALING ELEMENT,LEAK,NO,,YES,8/2/23 6:00,,8/2/23 15:12,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,594,2500,0,0,0,8/2/23 6:00,8/2/23 6:00
20230199,38479,2023,8/1/23 22:05,31684,PHILLIPS 66 PIPELINE LLC,P66 BEAUMONT TERMINAL,ONSHORE,TX,NEDERLAND,JEFFERSON,29.994286,-93.986622,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,INCORRECT OPERATION,OTHER INCORRECT OPERATION,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,OTHER,NAPHTHA,3,NA,3,NA,,,,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL,ROOF SEAL,LEAK,NO,,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,170,136940,100000,66000,0,8/1/23 22:05,8/1/23 22:05
20230197,38473,2023,7/31/2023 18:58,31684,PHILLIPS 66 PIPELINE LLC,P66 BEAUMONT TERMINAL,ONSHORE,TX,NEDERLAND,JEFFERSON,29.988186,-93.987212,"""""""""""""""""""""""""""""""""""""""""""""""""ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY""""""""""""""""""""""""""""""""""""""""""""""""",TRANSITION AREA,SOIL/AIR INTERFACE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,13,NA,13,NA,,,,2014,CARBON STEEL,,LEAK,NO,,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,1040,50000,95000,75000,0,7/31/2023 18:58,7/31/2023 19:00
20230196,38462,2023,7/31/2023 11:22,31888,CENTURION PIPELINE L.P.,ALON STATION,ONSHORE,TX,Not Within a Municipality,HOWARD,32.268079,-101.405006,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,3,NA,3,NA,,,,2006,CARBON STEEL,,LEAK,NO,,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,210,23100,3000,6000,0,7/31/2023 13:15,7/31/2023 13:11
20230198,38478,2023,7/31/2023 8:00,31476,ET CRUDE OPERATING LLC,HUDSON STATION,ONSHORE,KS,Not Within a Municipality,STAFFORD,38.093464,-98.581718,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER SOIL,36,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,23,NA,20,12,0.375,42000,API 5L,2011,CARBON STEEL,,LEAK,NO,,YES,7/31/2023 8:20,,8/4/23 17:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,231,12600,27900,8700,0,7/31/2023 8:00,7/31/2023 8:15
20230183,38374,2023,7/29/2023 7:30,39149,IMTT-BAYONNE,IMTT-BAYONNE YARD 8,ONSHORE,NJ,BAYONNE,HUDSON,40.656517,-74.093464,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,40,NA,25,NA,,,,2009,CARBON STEEL,,LEAK,NO,,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,YES,YES,,,YES,,,NO,,,,NA,NA,NA,0,5000,10000,3500,150000,0,7/29/2023 7:30,7/29/2023 7:35
20230194,38452,2023,7/27/2023 12:08,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,AMMONIA MAINLINE,ONSHORE,AR,EL DORADO,UNION,33.263307,-92.689986,PIPELINE RIGHT-OF-WAY,UNDERGROUND,OTHER,20,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,NO,MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,ANHYDROUS AMMONIA,,11.57,0,0,4.5,0.188,35000,API 5L-B,1969,CARBON STEEL,,LEAK,NO,,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,YES,,YES,,NA,NA,NA,0,338,108800,0,33000,0,7/27/2023 11:13,7/27/2023 11:48
20230192,38441,2023,7/26/2023 13:13,32147,MARATHON PIPE LINE LLC,"""""""""""""""""""""""""""""""""""""""""""""""""SALT LAKE CITY TO BOISE 8"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" PRODUCTS""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,ID,Not Within a Municipality,ONEIDA,42.121376,-112.941655,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,30,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,75,NA,35,8,0.25,42000,GRADE X42,1952,CARBON STEEL,,LEAK,NO,,YES,7/26/2023 11:10,,7/27/2023 3:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,11025,0,32935,228854,0,7/26/2023 13:13,7/26/2023 11:04
20230190,38424,2023,7/21/2023 7:56,11551,"""""""""""""""""""""""""""""""""""""""""""""""""DELEK LOGISTICS OPERATING, LLC.""""""""""""""""""""""""""""""""""""""""""""""""",LANEVILLE STATION,ONSHORE,TX,Not Within a Municipality,RUSK,32.040701,-94.820811,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,CRUDE OIL,,,3,NA,3,NA,,,,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL,STAINLESS STEEL AND VICON,LEAK,NO,,YES,7/21/2023 8:25,,8/2/23 15:04,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,231,113146,12500,1000,0,7/21/2023 7:54,7/21/2023 8:45
20230189,38421,2023,7/20/2023 8:56,31618,ENTERPRISE PRODUCTS OPERATING LLC,"""""""""""""""""""""""""""""""""""""""""""""""""PASADENA #1 6""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,TX,PASADENA,HARRIS,29.716042,-95.220064,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,0.83,1.68,0,6.625,0.188,52000,API 5L,1965,CARBON STEEL,,LEAK,NO,,YES,7/21/2023 1:00,,7/24/2023 19:04,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,4900,200000,0,0,0,7/20/2023 8:56,7/20/2023 8:56
20230188,38399,2023,7/17/2023 17:15,32109,"""""""""""""""""""""""""""""""""""""""""""""""""ONEOK NGL PIPELINE, LLC""""""""""""""""""""""""""""""""""""""""""""""""",ONEOK MONT BELVIEU STORAGE - STERLING 3 VESSEL 207,ONSHORE,TX,MONT BELVIEU,CHAMBERS,29.854728,-94.892848,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,7.62,20.14,0,NA,,,,2014,MATERIAL OTHER THAN CARBON STEEL,SEALING ELEMENT,LEAK,NO,,YES,7/17/2023 17:19,,7/17/2023 22:04,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,451,2500,350,500,0,7/17/2023 17:17,7/17/2023 17:17
20230181,38366,2023,7/15/2023 23:40,32147,MARATHON PIPE LINE LLC,"""""""""""""""""""""""""""""""""""""""""""""""""GALVESTON BAY TO CHOCOLATE BAYOU 8"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" LPG""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,TX,Not Within a Municipality,BRAZORIA,29.2671393,-95.1265417,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE""""""""""""""""""""""""""""""""""""""""""""""""",HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,PROPANE,0.2,0,0,NA,,,,2017,CARBON STEEL,,OTHER,NO,,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,5,0,0,0,0,7/15/2023 23:40,7/15/2023 23:40
20230185,38378,2023,7/14/2023 11:41,12470,MID - VALLEY PIPELINE CO,SUN TERMINAL METER STATION,ONSHORE,OH,OREGON,LUCAS,41.623703,-83.486666,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER SOIL,24,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,28,NA,28,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,,YES,7/14/2023 11:41,,7/17/2023 13:50,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,2100,70000,130000,55000,0,7/14/2023 11:41,7/14/2023 11:41
20230179,38364,2023,7/13/2023 19:15,32147,MARATHON PIPE LINE LLC,"""""""""""""""""""""""""""""""""""""""""""""""""GALVESTON BAY TO CHOCOLATE BAYOU 8"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" LPG""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,TX,Not Within a Municipality,BRAZORIA,29.257547,-95.136928,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,OTHER OUTSIDE FORCE DAMAGE,"""""""""""""""""""""""""""""""""""""""""""""""""NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF ACCIDENT""""""""""""""""""""""""""""""""""""""""""""""""",HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,PROPANE,43,0,0,NA,,,,2017,CARBON STEEL,,OTHER,YES,NO,YES,7/13/2023 19:52,,7/17/2023 11:15,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,975,138647,73084,0,0,7/13/2023 19:15,7/13/2023 15:00
20230186,38391,2023,7/13/2023 8:37,39084,"""""""""""""""""""""""""""""""""""""""""""""""""CRESCENT MIDSTREAM, LLC""""""""""""""""""""""""""""""""""""""""""""""""",DELTA DUCK SSTI (SSTI ASSEMBLY TO DN2 PIPELINE),ONSHORE,LA,Not Within a Municipality,PLAQUEMINES,29.26058,-89.19948,PIPELINE RIGHT-OF-WAY,UNDERGROUND,OTHER,36,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,CRUDE OIL,,,2.6,NA,0,NA,,,,2013,CARBON STEEL,,LEAK,NO,,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,215,535167,176617,0,0,7/13/2023 8:37,7/13/2023 9:00
20230182,38376,2023,7/11/23 4:18,12470,MID - VALLEY PIPELINE CO,LONGVIEW STATION,ONSHORE,TX,LONGVIEW,GREGG,32.483611,-94.830278,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,CRUDE OIL,,,0.1,NA,0.1,NA,,,,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL,VITON,LEAK,YES,NO,YES,7/11/23 4:18,,7/11/23 15:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,4,171935,4765,0,0,7/11/23 4:18,7/11/23 4:55
20230169,38436,2023,7/10/23 9:30,32147,MARATHON PIPE LINE LLC,NORTHWEST PRODUCTS SYSTEM,ONSHORE,ID,BOISE,ADA,43.60672,-116.24912,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.1,NA,0,NA,,,,1956,CARBON STEEL,,OTHER,YES,NO,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,15,0,0,0,0,7/10/23 9:30,7/10/23 9:30
20230175,38446,2023,7/7/23 16:00,18092,"""""""""""""""""""""""""""""""""""""""""""""""""SFPP, LP""""""""""""""""""""""""""""""""""""""""""""""""",SFPP IMPERIAL TERMINAL,ONSHORE,CA,IMPERIAL,IMPERIAL,32.823887,-115.564309,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,OTHER ACCIDENT CAUSE,UNKNOWN,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,13.02,NA,5.9,NA,,,,1964,CARBON STEEL,,LEAK,NO,,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,YES,NO,,,,,,NO,,,,NA,NA,NA,0,757,0,48990,22339,0,7/7/23 15:45,7/7/23 15:45
20230171,38327,2023,7/5/23 23:00,32614,"""""""""""""""""""""""""""""""""""""""""""""""""WILLIAMS OLEFINS FEEDSTOCK PIPELINES, LLC""""""""""""""""""""""""""""""""""""""""""""""""",PORT ARTHUR PUMP STATION,ONSHORE,TX,PORT ARTHUR,JEFFERSON,29.940306,-93.958889,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,ETHANE,668,0,0,NA,,,,2014,MATERIAL OTHER THAN CARBON STEEL,STAINLESS STEEL,OTHER,NO,,YES,7/5/23 22:30,,7/6/23 8:30,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,214,450,350,0,0,7/5/23 22:30,7/5/23 23:15
